PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 1. polrok 2016;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
LEKÁREŇ – HLAVNÁ ŠAĽA, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň PHARMACY s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
VERBENA KOSICE s.r.o.;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;11 000,00;;;;;
HEALTHSTORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;815,15;;;;;
BLUE-CROSS s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;7,80;;;;;
MEDICATE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
DRUGMARKET s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;96,00;;;;;
MED-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;54,72;;;;;
MEDICABLE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;115,50;;;;;
IMPROVE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;7,20;;;;;
SANATIVE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;28,64;;;;;
MEDICAMENT s.r.o.;Ždaňa;Okres Košice - okolie;Košický kraj;0,00;0,00;;;;
AntolMedica s.r.o.;Košice - mestská časť Šaca;Okres Košice II;Košický kraj;0,00;0,00;;;;
HEALTH CENTRUM s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;673,82;;;;;
DOM ZDRAVIA Michalovce s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Elixírpharm s.r.o.;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
Lekáreň TILIA;Sobrance;Okres Sobrance;Košický kraj;0,00;0,00;;;;
ARTKE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň 16, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;4 467,60;;;4 464,00;;
Lekáreň 17, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;5 711,40;;;5 700,00;;
REFARM, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
TatraPharm s.r.o.;Rožňava;Okres Rožňava;Košický kraj;0,00;0,00;;;;
Lekáreň 18, s. r. o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
RED-PHARMACY s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;50,53;;;;;
SUN-CARE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
GREEN-MARKET s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
RED-DROP s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
EXPIRO s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
GREEN-PHARMACY s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
RED-MARKET s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;91,80;;;;;
DROP-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;37,04;;;;;
GREEN-DROP s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;15,18;;;;;
MOONLINE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;351,55;;;;;
GREEN-ROAD s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
IMMUNO-PHARMA s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 168,80;;;;;
IMMUNO-STAR s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
GREEN-STRAP s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;90,90;;;;;
FIRST-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;401,98;;;;;
ABC-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
NATURAL-DROP s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;104,40;;;;;
NATURAL-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;9,60;;;;;
POLEX Slovakia, s.r.o.;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
BODY-STAR s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
RED-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
PILL-MARKET s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;10,79;;;;;
DRUG-CITY s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
PILL-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
BLUE-STRAP s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;12,00;;;;;
NATURAL-CARE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;31,80;;;;;
NATURAL-MARKET s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
BLUE-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;141,53;;;;;
SI PHARMA, s. r. o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;18,00;;;;;
BaníkMedica s.r.o.;Košice - mestská časť Nad jazerom;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Lekáreň 20, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;13 000,80;;;12 907,20;;
Lekáreň Bidovce;Bidovce;Okres Košice - okolie;Košický kraj;0,00;0,00;;;;
SOLANUM, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
SECRETEX s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
MONIQ, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
VERBO, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň sv.Agáty, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;62 241,41;3 572,00;;;1 878,15;
EKSEN s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 031,71;;;;;
BUTYKS s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
BORSI, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;28,20;;;;;
TEMPEL, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;187,80;;;;;
TORNA, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Needham s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
BRAVIA, s .r. o.;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
Hillrose s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
TIMPHU, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
COOL LIFE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SAVE LIFE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;63,60;;;;;
STRONG LIFE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1,80;;;;;
MEDECINE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
TatraMedical s.r.o.;Rožňava;Okres Rožňava;Košický kraj;0,00;0,00;;;;
ACIDUS s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;10,20;;;;;
NEW-FIRST s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Codrington s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 19 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 20 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;36,00;;;;;
Dr.Max 23 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;430,75;;;;;
Dr.Max 21 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 18 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;10,80;;;;;
Dr.Max 7 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;9 483,00;;;9 471,60;;
Dr.Max 15 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 14 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;120,00;;;;;
Dr.Max 17 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 9 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 968,00;;;1 920,00;;
Dr.Max 10 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;6 855,60;;;6 852,00;;
Dr.Max 8 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;4 215,60;;;4 212,00;;
Dr.Max 22 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;72,00;;;;;
Dr.Max 11 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 5 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;11,40;;;;;
Dr.Max 12 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 6 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;176,93;;;;;
Dr.Max 4 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;34,20;;;;;
Dr.Max 28 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;9,00;;;;;
Dr.Max 3 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;19,20;;;;;
Dr.Max 26 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;90,00;;;;;
Dr.Max 2 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;12,00;;;;;
Dr.Max 30 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 1 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 27 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;19,31;;;;;
Dr.Max 25 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 29 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 16 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;16,80;;;;;
wesper pharm, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SD1 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SD23 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;13,80;0,00;;;;
SD3 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 440,00;;;1 440,00;;
SD 4 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;5 085,30;;;4 998,00;;
SD5 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 203,60;;;1 200,00;;
SD34 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;10,80;;;;;
SD33 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
SD 31 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 251,60;;;1 248,00;;
SD25 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SD29 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SD30 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;7,80;;;;;
SD6 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
SD7 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;14,40;;;;;
SD 10 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;7 867,20;;;7 863,60;;
SD12 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
SD13 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;8,40;;;;;
SD14 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;46,08;;;;;
SD 15 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
SD16 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
SD18 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
PHARMACY III, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
PHARMACY X s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;10,80;;;;;
PHARMACY XIV s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Pharmacy Mirko.s.r.o.;Košice - mestská časť Sídlisko Ťahanovce;Okres Košice I;Košický kraj;0,00;0,00;;;;
MELLIPHARM, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;24,60;;;;;
MADICOR, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;193,20;;;;;
FEROX s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
RacioMed s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
LekMedica s.r.o.;Gelnica;Okres Gelnica;Košický kraj;824,00;0,00;;;;
PharmMedica s.r.o.;Košice - mestská časť Barca;Okres Košice IV;Košický kraj;0,00;0,00;;;;
SlovMedica s.r.o.;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
Mild Cure One, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Mild Cure Six, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;28,80;;;;;
Mild Cure Three, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;24,00;;;;;
Mild Cure Four, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;677,04;;;;;
Mild Cure Five, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;234,00;;;;;
Dr.Max 704 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;8,40;;;;;
Apothéque lekáreň s.r.o.;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
Dr.Max 703 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;48,00;;;;;
SEVERLEK,s.r.o;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň Bella Donna s. r. o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 231,79;;;;;
HEALTH FOR ALL, spol. s r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Dr.Max 602 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;122,33;;;;;
Dr.Max 628 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;75,60;;;;;
Dr.Max 626 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;22,20;;;;;
Dr.Max 622 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 630 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 803,60;;;1 800,00;;
Dr.Max 623 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 627 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;16,20;;;;;
Dr.Max 631 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 616 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;411,00;;;;;
Dr.Max 39 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 34 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;141,60;;;;;
Dr.Max 36 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 40 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 38 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;6,00;;;;;
Dr.Max 33 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;62,83;;;;;
Dr.Max 35 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;19,80;;;;;
Dr.Max 37 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 32 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 31 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;273,60;;;;;
Dr.Max 65 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 60 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;36,00;;;;;
Dr.Max 43 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 44 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 55 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 64 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 41 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;37,38;0,00;;;;
Dr.Max 52 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;976,27;;;;;
Dr.Max 50 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;12,00;;;;;
Dr.Max 48 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;969,60;;;;;
Dr.Max 56 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 58 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 090,27;;;;;
Dr.Max 63 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;12,60;;;;;
Dr.Max 62 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;2 403,60;;;2 400,00;;
Dr.Max 45 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;48,00;;;;;
Dr.Max 61 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;99,60;;;;;
Dr.Max 59 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;9,00;;;;;
Dr.Max 47 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;4 719,60;;;4 716,00;;
Dr.Max 42 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 46 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Medstar s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 68 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;617,20;;;;;
Dr.Max 72 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;653,40;;;;;
Dr.Max 66 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;259,80;;;;;
Dr.Max 79 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 926,26;;;;;
Dr.Max 73 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 70 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 71 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;263,40;;;;;
Dr.Max 78 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;2 295,35;;;;;
PHARMIG s.r.o;Košice - mestská časť Šaca;Okres Košice II;Košický kraj;4 800,00;0,00;;;;
Dr.Max 81 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;2 677,60;;;;;
Dr.Max 85 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;2 255,77;;;;;
Dr.Max 84 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 90 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3,60;;;;;
Dr.Max 89 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;2 794,50;;;2 707,20;;
Proxamed s.r.o.;Košice - mestská časť Nad jazerom;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 91 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;823,09;;;;;
Fakultná nemocnica s poliklinikou Nové Zámky;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;;;;;;
AGROVARIA export-import spol s.r.o.;Štúrovo;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Sv.Cyrila a Metoda;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Nerium;Vráble;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Veča;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
Mgr.Zavacká - lekáreň ZENIT;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
lekáreň Astra;Štúrovo;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Miroslav Kasana - SANUS;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň SALVATOR;Bátorove Kosihy;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Mgr. Dana Dubajová Lekareň D+D;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Pod topoľmi;Veľký Cetín;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
ORTHOPHARM, spol. s r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
MED-ART SRO;Nitra;Okres Nitra;Nitriansky kraj;426 546,73;;;24 570,78;;
DALEN s.r.o.;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
INTERCLASSWOOD s.r.o.;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
ComorraPharm, s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
NzPharm s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Mgr. Andrea Valášková;Nitra;Okres Nitra;Nitriansky kraj;;;;;;
Pharm.Dr.BallováAlžbeta-Lekáreń THY-PHA;Martovce;Okres Komárno;Nitriansky kraj;;;;;;
Alchemilka, s.r.o.;Solčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Ave Mária,s.r.o.;Veľké Zálužie;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Pharmacum Nitra s.r.o.;Levice;Okres Levice;Nitriansky kraj;62,50;0,00;;;;
Zdenpharm s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
PHARMAHOLDING M-A., spol. s r.ol.;Nitra;Okres Nitra;Nitriansky kraj;;;;;;
InterMedical s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;17 057,64;;;;18 286,58;
PharmacyMax s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Sovanis s.r.o.;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
0Lekáreň ZDRAVIE,s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Lekáreň ANIMA;Prašice;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;0,00;;0,00
EDAS NZZ;Šaľa;Okres Šaľa;Nitriansky kraj;0,00;0,00;;;;
Mgr.Klára Ozábalová, Lekáreň Ku Sv.Trojici;Komárno;Okres Komárno;Nitriansky kraj;;;;;;
Gamiel,s.r.o.;Veľké Zálužie;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
APOREA s.r.o.;Golianovo;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
ŽelMedica s.r.o.;Želiezovce;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
HEDERA - LEKAŔEŇ s.r.o.;Kalná nad Hronom;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Zdravmatsk, s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
LEGAP s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Salix s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
partnerin s. r. o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
DiaMedica s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Gateway Pharma s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Lambda Synergy s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;;;;;;
Lekáreň Nesvady s.r.o.;Nesvady;Okres Komárno;Nitriansky kraj;2 169,20;0,00;;;;
MEDea pharmaceuticals, s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Peter Čarnoký;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
Mgr.Ján Frič, lekáreň PRI HRANICI;Ulič;Okres Snina;Prešovský kraj;0,00;0,00;;;;
Lekáreň IRIS;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
PROM.MEDIC.SK spol. s r.o.;Poprad;Okres Poprad;Prešovský kraj;319 458,78;26 212,56;131 950,00;30 142,28;99 242,57;
MEDICPRODUCT, a.s.;Lipany;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
PR Slovakia, spol. s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
aprias;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ADUS, s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;99,60;;;;;
