PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 2. polrok 2016;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
Nocebo, s.r.o.;Bratislava - mestská časť Nové Mesto;Okres Bratislava III;Bratislavský kraj;;;;;;
Baxalta Slovakia s.r.o.;Bratislava - mestská časť Karlova Ves;Okres Bratislava IV;Bratislavský kraj;100 454,44;26 947,18;23 851,77;9 212,50;16 996,76;4 435,10
LUCA 88, s.r.o.;Bratislava - mestská časť Petržalka;Okres Bratislava V;Bratislavský kraj;34 310,00;0,00;;;;
VULM s.r.o.;Bratislava - mestská časť Vajnory;Okres Bratislava III;Bratislavský kraj;996,00;0,00;;;;
ALLERGAN SK s.r.o.;Bratislava - mestská časť Staré Mesto;Okres Bratislava I;Bratislavský kraj;113 243,31;13 460,29;;;12 432,01;
Shire Slovakia s.r.o.;Bratislava - mestská časť Staré Mesto;Okres Bratislava I;Bratislavský kraj;19 036,48;;14 211,04;;8 407,69;
BENU SK 58, s.r.o.;Bratislava - mestská časť Rača;Okres Bratislava III;Bratislavský kraj;;;2 601,68;;;
BENU SK 59, s.r.o.;Bratislava - mestská časť Rača;Okres Bratislava III;Bratislavský kraj;;;1 395,25;;;
BENU SK 62, s.r.o.;Bratislava - mestská časť Rača;Okres Bratislava III;Bratislavský kraj;;;1 836,75;;;
Medimex SK s.r.o.;Bratislava - mestská časť Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Santen OY;Bratislava - mestská časť Staré Mesto;Okres Bratislava I;Bratislavský kraj;;;;;29 579,65;
URSAPHARM spol. s r.o., organizačná zložka;Bratislava - mestská časť Ružinov;Okres Bratislava II;Bratislavský kraj;0,00;0,00;;;;
Univerzitná lekáreň;Košice - mestská časť Sever;Okres Košice I;Košický kraj;0,00;0,00;;;;
MARCOM spol. s r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Mgr.Preršovský Viktor;Parchovany;Okres Trebišov;Košický kraj;0,00;0,00;;;;
PHARMAVIT, spol. s r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;517,91;;;;;
MEDICENTRUM, spol. s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;5 500,00;8,40;;5 500,00;;
FERUMI spol. s r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3 905,84;0,00;;3 885,44;;
Lekáreň na MIKLOVKÁCH s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;5,99;0,00;;;;
Lekáreň SIMBA, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;183,60;0,00;;;;
DELFIN s.r.o., Košice;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
SUISSE PHARMACIA, spol. s r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;37,55;0,00;;;;
SLOVPOL Krompachy s.r.o.;Krompachy;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
SyndiPharma, s.r.o. Košice;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
PHARMEDIA spoločnosť s ručením obmedzeným Košice;Košice - mestská časť Západ;Okres Košice II;Košický kraj;37,55;0,00;;;;
PHARMSTORE, spol. s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;367,56;0,00;;;;1 230,00
Mestská lekáreň spol. s r.o.;Krompachy;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
CENTRUM ORTOPEDICKEJ PROTETIKY s.r.o.;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
ORTOPROplus, spol. s r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;878 869,00;;;;;
EMA, spol. s r.o., Košice;Košice - mestská časť Sídlisko KVP;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň L. PASTEURA s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;33,60;0,00;;;;
PharmDr. Pavol Pollák - Lekáreň Proxima;Krompachy;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
ASTEN s.r.o;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3 400,00;0,00;;3 400,00;;
Lekáreň ALBA;Sobrance;Okres Sobrance;Košický kraj;35,00;0,00;;;;
Mgr. Stanislava Beckerová;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
lekáreň Akácia,Mgr.Erika Žužová;Malčice;Okres Michalovce;Košický kraj;0,00;0,00;;;;
DRUG PHARMA, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň Vysoká pri Morave s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
BIO G medipharma, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;112,02;0,00;;;;
Lekáreň MAX TT, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
EUROPHARMA s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;101,15;0,00;;;;
Lekáreň HEYDUKOVA s.r.o;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 517,55;0,00;;1 480,00;;
Lekáreň Šustekova s.r.o;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 851,11;0,00;;1 750,00;;
MIRAKL PHARMA, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;405,82;;;;;
Lekáreň TEHELNÁ, s. r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;71,75;;;;;
Lekáreň Ametyst s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;65,38;0,00;;;;
TRNÁVKA, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;747,59;0,00;;;;
Lekáreň OPTIMA KE, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;56,75;0,00;;;;
Lekáreň PRED NEMOCNICOU MT, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 148,00;0,00;;1 100,00;;
Lekáreň POPRAD, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;7 600,00;0,00;;7 600,00;;
EUROFARMÁCIA s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 355,72;0,00;;1 850,00;;
Lekáreň CENTRUM GA, s. r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;7,20;;;;;
Lekáreň CENTRO, s. r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;;;;;
Lekáreň Hornád SN, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;945,60;0,00;;900,00;;
Lekáreň Krompachy, s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Medirea s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;21,30;0,00;;;;
smile, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;;;;;;
MARKONT-n, s.r.o.;Rožňava;Okres Rožňava;Košický kraj;1 166,00;;;;;
EVISON s.r.o;Ruskov;Okres Košice - okolie;Košický kraj;0,00;0,00;;;;
PPK, s.r.o.;Turňa nad Bodvou;Okres Košice - okolie;Košický kraj;0,00;0,00;;;;
Novozit s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
lekáreň Danubia s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;;;;;
Drugcomfort s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
medistav;Trebišov;Okres Trebišov;Košický kraj;;;;110,00;;100,00
TILIA-MI,s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Lekáreň na poliklinike s.r.o.;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
Pharmax LH;Veľké Kapušany;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Amara plus s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
CASSIA s.r.o.;Košice - mestská časť Sídlisko KVP;Okres Košice II;Košický kraj;0,00;0,00;;;;
VALO s.r.o;Veľká Ida;Okres Košice - okolie;Košický kraj;0,00;0,00;;;;
"Lekáreň "" U Dr. Kuczmanna "", spol. s r.o.";Kráľovský Chlmec;Okres Trebišov;Košický kraj;0,00;0,00;;;;
Pharm-bes s.r.o.;Trebišov;Okres Trebišov;Košický kraj;0,00;0,00;;;;
KVAPKA ZDRAVIA spol.s r.o.;Kráľovský Chlmec;Okres Trebišov;Košický kraj;0,00;0,00;;;;
KAMELIA s.r.o.;Zemplínska Teplica;Okres Trebišov;Košický kraj;0,00;0,00;;;;
Chamomila, spol.s.r.o;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
PHARMAKRAFT s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
BRL Slovakia s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Pharmafit s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
MEDIC TRADE s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
HEALTHCARE s.r.o.;Košice - mestská časť Nad jazerom;Okres Košice IV;Košický kraj;22 180,00;;;;;
MEDISELL s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Medicomfort s.r.o;Košice - mestská časť Západ;Okres Košice II;Košický kraj;6 157,23;0,00;;;;
ZEINOX s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;;;;;;
ECIŠOK s.r.o;Košice - mestská časť Sídlisko KVP;Okres Košice II;Košický kraj;;;;;;
DRUGPLANT s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;194,10;0,00;;;;
REDMOON, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;;;;;
PHARMASHOP s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;53,75;0,00;;;;
ATRIUM SNV s.r.o.;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;330,00;0,00;;;;
CASTILION s.r.o.;Košice - mestská časť Ťahanovce;Okres Košice I;Košický kraj;14,40;0,00;;;;
LEÁREŇ PETRA s.r.o.;Košice - mestská časť Šaca;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekaren ˇCakanka sro;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;;;;;;
Prameň Zdrav spol. s r.o.;Valaliky;Okres Košice - okolie;Košický kraj;0,00;0,00;;;;
Lekáreň BS, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;55,56;0,00;;;;
Lekáreň V KAUFLANDE BB, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;101,23;0,00;;;;
Lekáreň Nova Za s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;124,20;0,00;;;;
GRAM KOŠICE, s.r.o.;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;7 357,88;;;;;
ADONAI s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Lekáreň Viktória s.r.o.;Hlivištia;Okres Sobrance;Košický kraj;0,00;0,00;;;;
Lekáreň SNINA, s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;20,04;0,00;;;;
Lekáreň NZ, s.r.o;Košice - mestská časť Západ;Okres Košice II;Košický kraj;655,00;0,00;;640,00;;
ŠacaPharm s.r.o;Košice - mestská časť Šaca;Okres Košice II;Košický kraj;0,00;0,00;;;;
Železničná Lekáreň s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;75,59;0,00;;;;
Lingov, s.r.o.;Košice - mestská časť Sever;Okres Košice I;Košický kraj;;;;;;
Cassoviapharm s r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;6 000,00;;;;;
LEKÁREŇ - NÁRODNÁ ŽIILINA s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;252,50;0,00;;;;
LEKÁREŇ-HLAVNÁ ŠAĽA s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň u Premonštrátov, s.r.o.;Jasov;Okres Košice - okolie;Košický kraj;;;;;;
CS Pharma s.r.o.;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
Lekáreň PHARMACY s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
HEALTHSTORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;202,80;0,00;;;;
BLUE-CROSS;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
MEDICATE s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;57,35;0,00;;;;
DRUGMARKET s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;98,40;0,00;;;;
MED-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
MEDICABLE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;12,60;341,16;;;;
SANATIVE s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
MEDICAMENT s.r.o.;Ždaňa;Okres Košice - okolie;Košický kraj;0,00;0,00;;;;
Lekáreň BONUS,s.r.o.;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
AntolMedica s.r.o;Košice - mestská časť Šaca;Okres Košice II;Košický kraj;0,00;0,00;;;;
HEALTH CENTRUM s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;308,75;0,00;;;;
DOM ZDRAVIA Michalovce s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;;;;;
Elixírpharm s.r.o.;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
Lekáreň TILIA;Sobrance;Okres Sobrance;Košický kraj;0,00;0,00;;;;
ARTKE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň 16, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;2 390,00;0,00;;2 390,00;;
Lekáreň 17, s. r. o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;4 850,00;0,00;;4 850,00;;
REFARM s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;723,10;0,00;;;;
TatraPharm s.r.o;Rožňava;Okres Rožňava;Košický kraj;155,00;0,00;;;;
Lekáreň 18 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
AJ PHARM s.r.o.;Sečovce;Okres Trebišov;Košický kraj;0,00;0,00;;;;
Red-pharmacy s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;50,53;0,00;;;;
Sun-care s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
GREEN-MARKET s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
RED-DROP s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
EXPIRO s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
STADUS s.r.o.;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
Green-pharmacy s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
RED-MARKET s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;193,76;0,00;;;;
DROP-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;13,26;;;;;
MOONLINE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;263,94;0,00;;;;
GREEN-ROAD s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;37,55;0,00;;;;
IMMUNO-PHARMA s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;318,60;0,00;;;;
IMMUNO-STAR s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
GREEN-STRAP s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;554,99;0,00;;;;
FIRST-STORE S.R.O.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;398,38;0,00;;;;
Abc-store, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;24,00;0,00;;;;
NATURAL-DROP s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;100,80;0,00;;;;
NATURAL-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;64,19;0,00;;;;
POLEX Slovakie s.r.o.;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;;;;;;
Lekys s.r.o.;Košice - mestská časť Sídlisko KVP;Okres Košice II;Košický kraj;504,00;;220,36;;;
BODY-STAR s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
RED - STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
PILL-MARKET,s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
DRUG-CITY s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
PILL-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Blue-strap s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;56,74;0,00;;;;
Natural-care s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;73,72;0,00;;;;
NATURAL-MARKET s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;37,55;0,00;;;;
BLUE-STORE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SI PHARMA, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;29,16;0,00;;;;
BaníkMedica s.r.o;Košice - mestská časť Nad jazerom;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Lekáreň 20, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;6 800,00;0,00;;6 710,00;;
Lekáreň Bidovce;Bidovce;Okres Košice - okolie;Košický kraj;0,00;0,00;;;;
SOLANUM s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
KALT s.r.o.;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
SECRETEX s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
MONIQ s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
VERBO, s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;;;;;
Lekáreň sv. Agáty, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;12 981,58;7 531,19;;;;
EKSEN s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;45,60;0,00;;;;
BUTYKS s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
BORSI,s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 924,20;0,00;;;;1 896,00
TEMPEL, s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;140,00;0,00;;;;
TORNA, s. r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Needham s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
BRAVIA s.r.o.;Košice - mestská časť Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
Hillrose s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;142,33;0,00;;;;
Timphu s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
MAST;Košice - mestská časť Košická Nová Ves;Okres Košice III;Košický kraj;0,00;0,00;;;;
COOL LIFE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SAVE LIFE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;60,00;0,00;;;;
STRONG LIFE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;22,80;0,00;;;;
MEDECINE s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;24,00;0,00;;;;
ACIDUS s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;350,20;0,00;;340,00;;
NEW-FIRST s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;19,20;0,00;;;;
Codrington s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 19;Košice - mestská časť Západ;Okres Košice II;Košický kraj;37,55;0,00;;;;
Dr.Max 20;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 23 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;738,89;0,00;;700,00;;
Dr.Max 21 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 18 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 7 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;7 830,00;;;7 830,00;;
Dr.Max 15 s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 14 s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;120,00;0,00;;;;
Dr. Max 17 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 9 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;2 048,00;0,00;;2 000,00;;
Dr.Max 10 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;7 650,00;;
Dr.Max 8 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3 300,00;0,00;;3 300,00;;
Dr. Max 22 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;68,40;0,00;;;;
Dr.Max 11 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;23,76;0,00;;;;
Dr.Max 5 s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 12 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;261,95;75,60;;;;
Dr.Max 6 s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;178,73;0,00;;;;
Dr. Max 4 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 28;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 279,40;0,00;;;;
Dr.Max 3 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;15,60;;;;;
Dr. Max 26 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;909,72;0,00;;;;
Dr. Max 2 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;8,40;0,00;;;;
Dr. Max 30 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;37,54;0,00;;;;
Dr. Max 1 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 27 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;106,42;0,00;;;;
Dr.Max 25 s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr. Max 29 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 16 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;12,00;0,00;;;;
wesper pharm, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SD1 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SD23, s. r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;;;;;
SD3 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;2 600,00;0,00;;2 600,00;;
SD4 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;7 153,70;0,00;;7 070,00;;
SD5 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;1 700,00;;
SD34 s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;7,20;0,00;;;;
SD33 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SD31 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SD25 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;1 800,00;0,00;;1 800,00;;
SD29 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;12,60;0,00;;;;
SD30, s. r. o;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;;;;;
SD6 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SD7 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SD10 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;3 400,00;0,00;;3 400,00;;
SD12 s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
SD13, s. r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;;;;;
SD14 s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;1 250,00;;
SD15, s. r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;;;;;
SD16 s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
SD18 s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
PHARMACY III, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
PHARMACY X, s. r. o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;;;;;
Pharmacy XIV, s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
VZP Zuzkin park s.r.o.;Košice - mestská časť Dargovských hrdinov;Okres Košice III;Košický kraj;0,00;0,00;;;;
Mellipharm s.r.o.;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;36,60;0,00;;;;
Ferox s.r.o.;Košice - mestská časť Západ;Okres Košice II;Košický kraj;134,82;0,00;;;;
RacioMed s.r.o;Košice - mestská časť Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
SANITAS - zdravotnícke pomôcky, s.r.o.;Košice - mestská časť Nad jazerom;Okres Košice IV;Košický kraj;1 833,00;;;;;
