PNP 1 - 02 - Výdavky na propagáciu, marketing, peňažné a nepeňažné plnenia za 1. polrok 2017;;;;;;;;;
;;;;;;;;;
Modul 1: Výdavky na propagáciu a marketing;;;;;;;;;
Modul 2: Peňažné a nepeňažné plnenia spolu podľa príjemcu (zdravotnícky pracovník, resp. poskytovateľ zdravotnej starostlivosti);;;;;;;;;
;;;;;;;;;
Spoločnosť poskytujúca plnenie;;;;Výdavky na marketing a propagáciu;;"Výdavky na peňažné plnenia Spolu
(v EUR s DPH)";;"Výdavky na nepeňažné plnenia Spolu
(v EUR s DPH)";
SANATIVE s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
HEALTH CENTRUM s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Elixírpharm s.r.o.;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
ARTKE s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;;;;;;
Lekáreň 16, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;2 760,00;0,00;;2 760,00;;
Lekáreň 17, s. r. o.;Košice - Západ;Okres Košice II;Košický kraj;4 387,72;0,00;;4 200,00;;
REFARM, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň 18 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;55,50;;;;;
Red-pharmacy, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;12,00;0,00;;;;
Sun-care, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
GREEN-MARKET. s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;8,40;0,00;;;;
RED-DROP s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
EXPIRO s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Stadus s.r.o.;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;0,00;0,00;;;;
Green-pharmacy, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
RED-MARKET s.r.o;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
DROP-STORE s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;16,00;;;;;
GREEN DROP, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
MOONLINE s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
GREEN-ROAD s.r.o;Košice - Juh;Okres Košice IV;Košický kraj;13,20;0,00;;;;
IMMUNO-PHARMA s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
IMMUNO-STAR s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
GREEN-STRAP s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
FIRST-STORE s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
ABC-STORE, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
NATURAL-DROP s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;6,24;;;;;
NATURAL-STORE s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;;;;;
BODY-STAR s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
RED-STORE s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;18,00;0,00;;;;
PILL-MARKET, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;21,60;0,00;;;;
DRUG-CITY s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;;;;;
PILL-STORE s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
BLUE-STRAP s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;7,20;;;;;
Natural-care, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;4,80;0,00;;;;
NATURAL-MARKET s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
BLUE-STORE s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Si Pharma s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Lekáreň 20 ,s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;7 040,00;0,00;;7 040,00;;
SOLANUM, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
KALT, s.r.o.;Košice - Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
SECRETEX s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
MONIQ s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
VERBO s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;10,80;0,00;;;;
Lekáreň sv. Agáty, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
EKSEN s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
BUTYKS s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;18,00;0,00;;;;
BORSI, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
TEMPEL, s.r.o.;Košice - Staré Mesto;Okres Košice I;Košický kraj;0,00;0,00;;;;
TORNA, s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Needham s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Hillrose s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;22,80;;;;;
TIMPHU s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;44,96;0,00;;;;
COOL LIFE s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;12,00;0,00;;;;
SAVE LIFE s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
STRONG LIFE s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
MEDECINE s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;333,54;0,00;;;;
ACIDUS s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
NEW-FIRST s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Codrington s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;;;;;
Dr.Max 19 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 20 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 23 s.r.o.;Košice - Šebastovce;Okres Košice IV;Košický kraj;882,57;0,00;;800,00;;
Dr.Max 21 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 18 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 7 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;7 578,76;0,00;;7 550,00;;
Dr.Max 15, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;378,60;0,00;;300,00;;
Dr.Max 14 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;24,00;0,00;;;;
Dr.Max 17 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 9 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;909,84;;;900,00;;
Dr.Max 10 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;7 370,00;0,00;;7 370,00;;
Dr.Max 8 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;18,00;0,00;;2 000,00;;
Dr. Max 22 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 11 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 5 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 12 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 6 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;17,99;0,00;;;;
Dr.Max 4 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 28;Košice - Juh;Okres Košice IV;Košický kraj;120,00;;;;;
Dr.Max 3 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;13,82;;;;;
Dr.Max 26 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;81,90;;;;;
Dr. Max 2 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 30 s.r.o;Košice - Západ;Okres Košice II;Košický kraj;120,00;0,00;;;;
Dr.Max 1 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 27 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;12,00;;;;;
Dr.Max 25 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 29 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 16 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;12,00;;;;;
wesper pharm, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SD1 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
SD23 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;12,60;0,00;;;;
SD3 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;1 600,00;0,00;;1 600,00;;
SD4 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;8 427,20;0,00;;8 420,00;;
SD5 s.r.o.;Košice - Barca;Okres Košice IV;Košický kraj;400,00;0,00;;400,00;;
SD34 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
SD33 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
SD31 s.r.o.;Košice - Sever;Okres Košice I;Košický kraj;600,00;0,00;;600,00;;
SD25 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;1 200,00;0,00;;1 200,00;;
SD 29 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;36,60;0,00;;;;
SD30 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;15,84;0,00;;;;
SD6 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;23,97;;;;;
SD7 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
SD10 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;10 200,00;0,00;;10 200,00;;
SD12 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
SD13 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;22,62;0,00;;;;
SD14 s.r.o.145;Košice - Sever;Okres Košice I;Košický kraj;1 450,00;;;1 450,00;;
SD15 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
SD16 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;12,00;0,00;;;;
SD18 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;36,00;0,00;;;;
PHARMACY III, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
PHARMACY X, s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
PHARMACY XIV. s.r.o;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Mellipharm, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;34,48;0,00;;;;
Madicor, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;49,50;0,00;;;;
Ferox s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;1 000,00;0,00;;1 000,00;;
RacioMed s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Omrvinka s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
pharmanet s.r.o.;Košice - Staré Mesto;Okres Košice I;Košický kraj;1 117,73;0,00;;;;
Mild Cure One, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;97,68;0,00;;;;
Mild Cure Six, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;6,24;0,00;;;;
Mild Cure Three,  s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Mild Cure Four, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Mild Cure Five, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr. Max 704 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 703 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň Bella Donna s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;12,00;0,00;;;;
Dr.Max 602 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;36,00;0,00;;;;
Dr.Max 628 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;28,92;0,00;;;;
Dr.Max 626 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 622 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;5 000,00;0,00;;5 000,00;;
Dr.Max 630 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;1 528,00;0,00;;1 500,00;;
Dr.Max 623 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;8,40;;;;;
Dr.Max 627 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;112,80;0,00;;;;
Dr.Max 631 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;12,00;;;;;
Dr. Max 616 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;13,80;0,00;;;;
Dr.Max 39 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 34 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 36 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 40 s,r,i,;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 38 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;4,00;;;;;
Dr.Max 33 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;5,40;0,00;;;;
Dr.Max 35 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;6,00;0,00;;;;
Dr.Max 37 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;51,60;0,00;;;;
Dr. Max 32 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 31 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;81,50;;;;;
RAKLIM, a.s.;Košice - Západ;Okres Košice II;Košický kraj;1 844 240,99;0,00;;;;
Dr.Max 57 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;107,04;0,00;;;;
Dr. Max 65 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 49, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;268,54;0,00;;;;
Dr.Max 60 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;8,40;0,00;;;;
Dr.Max 43 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;6,00;;;;;
Dr.Max 44 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 55, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 64 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 41 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 52 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 50 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;16,80;;;;;
Dr.Max 48 s.r.o;Košice - Západ;Okres Košice II;Košický kraj;14,64;0,00;;;;
Dr.Max 54 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;1 232,94;0,00;;;;
Dr.Max 51 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 56, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 58 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 63 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;31,80;0,00;;;;
Dr.Max 62 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 45 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr. Max 61 s. r. o.;Košice - Juh;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 59 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;41,00;;;;;
Dr.Max 47, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;20,40;0,00;;;;
Dr. Max 42 s.r.o;Košice - Západ;Okres Košice II;Košický kraj;32,16;0,00;;;;
Dr.Max 46 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;33,60;;;;;
Via Corporation s.r.o.;Michalovce;Okres Michalovce;Košický kraj;0,00;0,00;;;;
Medstar s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Lekáreň Vitae plus, s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 68 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;15,36;0,00;;;;
Dr.Max 72 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;23,00;;;;;
Dr.Max 66 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 74 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;22,80;;;;;
Dr. Max 79 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 73 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 70 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 71 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 78 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;14,44;;;;;
Pharmig s r.o.;Košice - Šaca;Okres Košice II;Košický kraj;432,60;;;;;
dr.max 81 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;46,32;0,00;;;;
Dr. Max 82, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;280,32;0,00;;;;
Dr.Max 85 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;13,08;;;;;
Dr. Max 86 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;59,38;0,00;;;;
Dr. Max 84 s.r.o;Košice - Západ;Okres Košice II;Košický kraj;0,00;0,00;;;;
Dr.Max 90, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;16,64;0,00;;;;
Dr.Max 89 s.r.o;Košice - Sever;Okres Košice I;Košický kraj;3 960,00;;;3 960,00;;
lekáreň Tesco Košice;Košice - Džungľa;Okres Košice I;Košický kraj;525,00;;;;;
lekáreň Tesco Spišská Nová Ves;Spišská Nová Ves;Okres Spišská Nová Ves;Košický kraj;525,00;;;;;
PROXAMED;Košice - Nad jazerom;Okres Košice IV;Košický kraj;0,00;0,00;;;;
Dr.Max 100 s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;2 880,00;;;;;
Dr.Max 98 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 91 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr. Max 95, s.r.o.;Košice - Juh;Okres Košice IV;Košický kraj;175,20;0,00;;;;
Dr.Max 92 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
Dr.Max 97 s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;24,24;0,00;;;;
AK-med s.r.o.;Košice - Západ;Okres Košice II;Košický kraj;0,00;;;;;
STEELPHARM;Košice - Šaca;Okres Košice II;Košický kraj;594,00;;;;;
AGROVARIA export-import spol. s.r.o.;Štúrovo;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
UHEX s.r.o.;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Miroslav Kasana SANUS;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň HERBA;Ivanka pri Nitre;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
MED-ART spol. S r.o.;Nitra;Okres Nitra;Nitriansky kraj;414 885,40;;;1 660 496,18;;
Lekáreň Zlatý roh;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
ComorraPharm;Komárno;Okres Komárno;Nitriansky kraj;;;;;;
Protech plus s.r.o.;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Mgr.Andrea Valášková;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Apis Levice, s.r.o.;Levice;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
SURLEK, s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Pharmlek, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Ave Mária, s.r.o.;Veľké Zálužie;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Mgr.Helena Martincová;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Zdenpharm s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
InterMedical, spol. s r.o.;Nitra;Okres Nitra;Nitriansky kraj;;;;;134,90;
Lekáreň ZDRAVIE,s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;;;;;;
BIONATUR MP, s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;;;;;;
Mgr. Ján Grznár - Lekaren Anima;Prašice;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
RNDr. Eva Kasalová;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
Mgr. Ľubica Cápayova;Topoľčany;Okres Topoľčany;Nitriansky kraj;0,00;0,00;;;;
gamiel,s.r.o;Veľké Zálužie;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Aporea s.r.o.;Golianovo;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
HEDERA - KALNÁ s.r.o.;Kalná nad Hronom;Okres Levice;Nitriansky kraj;0,00;0,00;;;;
Calendula pharmacy s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Dineras Slovakia, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
partnerin s. r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
Lekáreň Centrum Medical;Nové Zámky;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
Gateway Pharma s.r.o.;Komárno;Okres Komárno;Nitriansky kraj;0,00;0,00;;;;
lekáreň Tesco Nitra;Nitra;Okres Nitra;Nitriansky kraj;525,00;;;;;
InterMedical Plus, s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;1 171,67;;;;34 749,52;
InterMedical Group s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;;;;;1 695,60;
Mestská lekáreň Šurany s.r.o.;Šurany;Okres Nové Zámky;Nitriansky kraj;0,00;0,00;;;;
HOMEO CENTRUM s.r.o.;Nitra;Okres Nitra;Nitriansky kraj;0,00;0,00;;;;
Lekaren;Prešov;Okres Prešov;Prešovský kraj;;;;;;
PROM.MEDIC.SK spol. s r.o.;Poprad;Okres Poprad;Prešovský kraj;322 290,53;47 638,74;112 371,87;107 103,11;31 957,94;
MEDICPRODUCT, a.s.;Lipany;Okres Sabinov;Prešovský kraj;0,00;0,00;;;;
ELIXÍR s.r.o.;Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;0,00;0,00;;;;
APRIAS,s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ADUS, s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;119,52;;;;;
Pharmácia Fyto;Spišské Bystré;Okres Poprad;Prešovský kraj;;;;;;
"PharmDr. Alena Straková, lekáreň ""VIVA""";Stará Ľubovňa;Okres Stará Ľubovňa;Prešovský kraj;0,00;0,00;;;;
Lekáreň Ľubica Mgr.Irena Balážová;Ľubica;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
Oto Bendík- PRO-BEN;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
lekareň Valeriana;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Ing Lukačišinová Alžbeta;Levoča;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
ADUSJUH s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;79,68;;;;;
HUMANITA, n.o.;Bardejov;Okres Bardejov;Prešovský kraj;1 418,62;0,00;;;;
IMUNA PHARM, a.s.;Šarišské Michaľany;Okres Sabinov;Prešovský kraj;31 243,00;55 304,15;;;13 674,02;388,64
Lekáreň Echinacea s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;;;;;;
MJ lekáreň,s.r.o.;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
APOTHEKE, s.r.o.;Stropkov;Okres Stropkov;Prešovský kraj;238,50;1,10;;;;
UNIVERSA SP s.r.o.;Stropkov;Okres Stropkov;Prešovský kraj;120,50;0,00;;;;
Limba Poprad s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Pharmácia Lek s.r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
Zdravmat  Poprad, s.r.o.;Poprad;Okres Poprad;Prešovský kraj;0,00;0,00;;;;
Vladimíra Kostilníková;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Iveta Barnášová;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
PharmDr. Ondrej Sukeľ;Humenné;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
ADUSPHARM s.r.o.;Poprad;Okres Poprad;Prešovský kraj;739,52;;;;;
AMARO B;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
ADUSPLUS s.r.o.;Poprad;Okres Poprad;Prešovský kraj;419,52;;;;;
ADUSCENTRUM s.r.o.;Poprad;Okres Poprad;Prešovský kraj;119,52;;;;;
Ivera;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
Lekáreň Echinacea-Lendak s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;;;;;;
KamilkaBardejov s.r.o.;Bardejov;Okres Bardejov;Prešovský kraj;0,00;0,00;;;;
PHARMACY-VV, spol.s r.o.;Prešov;Okres Prešov;Prešovský kraj;0,00;0,00;;;;
MEDIGEN s.r.o.;Košarovce;Okres Humenné;Prešovský kraj;0,00;0,00;;;;
Terveys,s.r.o;Vranov nad Topľou;Okres Vranov nad Topľou;Prešovský kraj;0,00;0,00;;;;
Caritas Spiš, s.r.o.;Spišské Podhradie;Okres Levoča;Prešovský kraj;0,00;0,00;;;;
NETPHARMA;Kežmarok;Okres Kežmarok;Prešovský kraj;0,00;0,00;;;;
TM Pharmacy;Terňa;Okres Prešov;Prešovský kraj;85,00;;;;;
Slofit,s.r.o.;Kežmarok;Okres Kežmarok;Prešovský kraj;291,60;;;;;
